id,name,type,github,size_csv,size_zip,url
cebh-s6qa,Commuting Data - ACS 2017,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/cebh-s6qa/rows.csv?accessType=DOWNLOAD
r6f3-mrpv,Public Assistance - ACS 2017,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/r6f3-mrpv/rows.csv?accessType=DOWNLOAD
va9a-e2c7,Insured Population Data - 2017 ACS,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/va9a-e2c7/rows.csv?accessType=DOWNLOAD
t6h3-v5ms,Library Circulation,filter,True,0.0,0.0,https://internal.chattadata.org/api/views/t6h3-v5ms/rows.csv?accessType=DOWNLOAD
9bt2-qpfs,Rent and Household Income Data - 2017 ACS,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/9bt2-qpfs/rows.csv?accessType=DOWNLOAD
seyr-2szy,View based on 2017 Tract Population - Education,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/seyr-2szy/rows.csv?accessType=DOWNLOAD
cytm-bx8h,Violent Crime Data,filter,True,3.21,0.59,https://internal.chattadata.org/api/views/cytm-bx8h/rows.csv?accessType=DOWNLOAD
9sad-9wyu,All Part 1 Property Crimes,filter,True,19.68,3.37,https://internal.chattadata.org/api/views/9sad-9wyu/rows.csv?accessType=DOWNLOAD
6pei-jkvh,Fire Responses Between 7 and 20 Minutes,filter,True,18.0,4.15,https://internal.chattadata.org/api/views/6pei-jkvh/rows.csv?accessType=DOWNLOAD
6wfi-272h,FY19 Fire Responses Less than 10 Minutes,filter,True,5.25,1.16,https://internal.chattadata.org/api/views/6wfi-272h/rows.csv?accessType=DOWNLOAD
jvkg-79ss,Police Incident Data,filter,True,116.59,20.6,https://internal.chattadata.org/api/views/jvkg-79ss/rows.csv?accessType=DOWNLOAD
x796-g6sv,Percent receiving food stamps or SNAP - 2017,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/x796-g6sv/rows.csv?accessType=DOWNLOAD
tseh-t6yi,Percent Below Poverty Level - 2017,filter,True,0.12,0.03,https://internal.chattadata.org/api/views/tseh-t6yi/rows.csv?accessType=DOWNLOAD
sy4s-bm9d,Solid Waste and Recycling,filter,True,0.02,0.01,https://internal.chattadata.org/api/views/sy4s-bm9d/rows.csv?accessType=DOWNLOAD
trui-8987,YFD Reservations,filter,True,0.21,0.03,https://internal.chattadata.org/api/views/trui-8987/rows.csv?accessType=DOWNLOAD
m4dy-emdj,Bike Chattanooga Stations,filter,True,0.0,0.0,https://internal.chattadata.org/api/views/m4dy-emdj/rows.csv?accessType=DOWNLOAD
bcsf-zcb7,Chattanooga City Parcels,filter,True,69.73,18.55,https://internal.chattadata.org/api/views/bcsf-zcb7/rows.csv?accessType=DOWNLOAD
y67m-pif9,Domestic Violence Count - ChattaData,filter,True,0.0,0.0,https://internal.chattadata.org/api/views/y67m-pif9/rows.csv?accessType=DOWNLOAD
tdrg-39c4,Bike Chattanooga Trip Data,filter,True,105.78,9.93,https://internal.chattadata.org/api/views/tdrg-39c4/rows.csv?accessType=DOWNLOAD
q5b3-5r7s,Code Enforcement - Cases,filter,True,42.33,9.74,https://internal.chattadata.org/api/views/q5b3-5r7s/rows.csv?accessType=DOWNLOAD
9qm3-xbc6,Code Violation - Letters,filter,True,11.04,2.46,https://internal.chattadata.org/api/views/9qm3-xbc6/rows.csv?accessType=DOWNLOAD
br4j-7khg,Pedestrian Involved Vehicle Incidents,filter,True,0.17,0.03,https://internal.chattadata.org/api/views/br4j-7khg/rows.csv?accessType=DOWNLOAD
eypk-ats6,Business Licenses,filter,True,4.62,1.25,https://internal.chattadata.org/api/views/eypk-ats6/rows.csv?accessType=DOWNLOAD
2snu-hywf,Work Orders,filter,True,109.04,20.21,https://internal.chattadata.org/api/views/2snu-hywf/rows.csv?accessType=DOWNLOAD
7zv3-vhiz,Sidewalk Work Orders,filter,True,0.31,0.05,https://internal.chattadata.org/api/views/7zv3-vhiz/rows.csv?accessType=DOWNLOAD
th6b-88wc,City Court Citations Detailed,filter,True,65.65,9.81,https://internal.chattadata.org/api/views/th6b-88wc/rows.csv?accessType=DOWNLOAD
5dtg-25r9,Fire Incidents Detailed,filter,False,241.55,52.91,https://internal.chattadata.org/api/views/5dtg-25r9/rows.csv?accessType=DOWNLOAD
mpms-yy3n,Fire Incidents,filter,True,103.89,23.13,https://internal.chattadata.org/api/views/mpms-yy3n/rows.csv?accessType=DOWNLOAD
qcrz-rvw7,Code Enforcement - Violations,filter,True,110.07,14.17,https://internal.chattadata.org/api/views/qcrz-rvw7/rows.csv?accessType=DOWNLOAD
x3fy-9pn5,Code Enforcement - Activities,filter,False,275.35,50.0,https://internal.chattadata.org/api/views/x3fy-9pn5/rows.csv?accessType=DOWNLOAD
v7br-pci3,All Permit Data,filter,True,64.77,13.23,https://internal.chattadata.org/api/views/v7br-pci3/rows.csv?accessType=DOWNLOAD
wk5k-ripj,Activity Visit Report Internal View,filter,True,12.67,1.12,https://internal.chattadata.org/api/views/wk5k-ripj/rows.csv?accessType=DOWNLOAD
9k2q-y5ba,All Permit Inspections,filter,True,84.88,15.95,https://internal.chattadata.org/api/views/9k2q-y5ba/rows.csv?accessType=DOWNLOAD
nvdi-c4tt,Vehicle Incidents,filter,True,20.75,3.87,https://internal.chattadata.org/api/views/nvdi-c4tt/rows.csv?accessType=DOWNLOAD
p4aj-jtcf,Garbage Collection Days,dataset,True,1.0,0.37,https://internal.chattadata.org/api/views/p4aj-jtcf/rows.csv?accessType=DOWNLOAD
4kxc-jcw5,Road Closures,dataset,True,0.02,0.01,https://internal.chattadata.org/api/views/4kxc-jcw5/rows.csv?accessType=DOWNLOAD
k7eh-65x3,311 Service Requests,filter,False,401.25,69.98,https://internal.chattadata.org/api/views/k7eh-65x3/rows.csv?accessType=DOWNLOAD
v868-x5mt,Traffic Flow by Day of Week and Time,filter,True,0.06,0.01,https://internal.chattadata.org/api/views/v868-x5mt/rows.csv?accessType=DOWNLOAD
55g4-zatm,Traffic Flow by Month,filter,True,0.01,0.0,https://internal.chattadata.org/api/views/55g4-zatm/rows.csv?accessType=DOWNLOAD
uuky-tt6g,Jams by Month,filter,True,0.0,0.0,https://internal.chattadata.org/api/views/uuky-tt6g/rows.csv?accessType=DOWNLOAD
cged-2r5q,Asset Inventory Views,dataset,False,1235.03,240.49,https://internal.chattadata.org/api/views/cged-2r5q/rows.csv?accessType=DOWNLOAD
75ap-66ba,Automated Job Log View,filter,True,8.77,1.4,https://internal.chattadata.org/api/views/75ap-66ba/rows.csv?accessType=DOWNLOAD
8k2v-wnqr,Income by Education Level 2011 - 2017,dataset,True,0.0,0.0,https://internal.chattadata.org/api/views/8k2v-wnqr/rows.csv?accessType=DOWNLOAD
dshm-tehy,Per Capita Chattanooga Income - Race,dataset,True,0.0,0.0,https://internal.chattadata.org/api/views/dshm-tehy/rows.csv?accessType=DOWNLOAD
83sk-wbar,Median Chattanooga Income - Sex,dataset,True,0.0,0.0,https://internal.chattadata.org/api/views/83sk-wbar/rows.csv?accessType=DOWNLOAD
3nc2-xvnc,Median Income by Tract - Year and Sex,dataset,True,0.03,0.01,https://internal.chattadata.org/api/views/3nc2-xvnc/rows.csv?accessType=DOWNLOAD
wcga-a8fn,2017 Median Household Income,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/wcga-a8fn/rows.csv?accessType=DOWNLOAD
5q2k-p4vn,2017 Median Income,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/5q2k-p4vn/rows.csv?accessType=DOWNLOAD
pf8p-8vpk,Reference Map,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/pf8p-8vpk/rows.csv?accessType=DOWNLOAD
7gqk-pvww,2017 Tracts - Median Household Income,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/7gqk-pvww/rows.csv?accessType=DOWNLOAD
syxf-r9dw,2017 Tract Population - Age Simplified,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/syxf-r9dw/rows.csv?accessType=DOWNLOAD
86ca-vrnb,2017 Tracts - Households With Mortgage Debt,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/86ca-vrnb/rows.csv?accessType=DOWNLOAD
7pcc-rpwf,Affordability Index,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/7pcc-rpwf/rows.csv?accessType=DOWNLOAD
jzcr-gkvp,2017 Unemployment Rate by Census Tract,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/jzcr-gkvp/rows.csv?accessType=DOWNLOAD
piit-fzp3,2017 Tract households,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/piit-fzp3/rows.csv?accessType=DOWNLOAD
uhpu-wauq,2017 Tract Population - Occupation,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/uhpu-wauq/rows.csv?accessType=DOWNLOAD
w4j8-ucsa,2017 Tract Population - Education,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/w4j8-ucsa/rows.csv?accessType=DOWNLOAD
76ez-duss,2017 Tract Population - Age,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/76ez-duss/rows.csv?accessType=DOWNLOAD
d7h5-3vgw,2017 Tract Population - Race,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/d7h5-3vgw/rows.csv?accessType=DOWNLOAD
u4eg-etxc,2017 Tract Population - Sex,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/u4eg-etxc/rows.csv?accessType=DOWNLOAD
dgsp-v6q5,2017 Tract Population - Total and Undergrad,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/dgsp-v6q5/rows.csv?accessType=DOWNLOAD
8n32-gy8t,Hamilton County Population by Tract - 2017,dataset,True,0.12,0.03,https://internal.chattadata.org/api/views/8n32-gy8t/rows.csv?accessType=DOWNLOAD
f5z4-nvb3,City Council (old),dataset,True,1.67,0.62,https://internal.chattadata.org/api/views/f5z4-nvb3/rows.csv?accessType=DOWNLOAD
k9jt-wbpw,City Limits,dataset,True,0.97,0.36,https://internal.chattadata.org/api/views/k9jt-wbpw/rows.csv?accessType=DOWNLOAD
b6e4-mshe,Census Tracts - 2010,dataset,True,1.16,0.39,https://internal.chattadata.org/api/views/b6e4-mshe/rows.csv?accessType=DOWNLOAD
bpck-gczu,Urban Overlay,dataset,True,0.02,0.01,https://internal.chattadata.org/api/views/bpck-gczu/rows.csv?accessType=DOWNLOAD
hvxf-4ntd,Child Care Providers,dataset,True,0.03,0.01,https://internal.chattadata.org/api/views/hvxf-4ntd/rows.csv?accessType=DOWNLOAD
si7b-v7a4,Pass Visit Report,dataset,True,39.68,4.86,https://internal.chattadata.org/api/views/si7b-v7a4/rows.csv?accessType=DOWNLOAD
fg88-myy3,City Parcels,dataset,True,69.73,18.32,https://internal.chattadata.org/api/views/fg88-myy3/rows.csv?accessType=DOWNLOAD
gk9n-mqtx,Fire Station Locations,dataset,True,0.0,0.0,https://internal.chattadata.org/api/views/gk9n-mqtx/rows.csv?accessType=DOWNLOAD
t8ph-y8y5,Asset Inventory,dataset,True,0.8,0.11,https://internal.chattadata.org/api/views/t8ph-y8y5/rows.csv?accessType=DOWNLOAD
axgr-jsxx,Test Export,filter,True,3.27,0.63,https://www.chattadata.org/api/views/axgr-jsxx/rows.csv?accessType=DOWNLOAD
vums-3rw8,Fire Assist Other Agencies,filter,True,12.52,2.52,https://www.chattadata.org/api/views/vums-3rw8/rows.csv?accessType=DOWNLOAD
r78n-ntkm,New Cases Per 1k - Past 7 Calendar Days,filter,True,0.17,0.05,https://www.chattadata.org/api/views/r78n-ntkm/rows.csv?accessType=DOWNLOAD
y9az-rpms,New Cases - Past 7 Calendar Days,filter,True,0.17,0.05,https://www.chattadata.org/api/views/y9az-rpms/rows.csv?accessType=DOWNLOAD
kpvf-upum,Cases Per 1k,filter,True,0.17,0.05,https://www.chattadata.org/api/views/kpvf-upum/rows.csv?accessType=DOWNLOAD
6iwt-jsdv,Total Cases,filter,True,0.17,0.05,https://www.chattadata.org/api/views/6iwt-jsdv/rows.csv?accessType=DOWNLOAD
b5bi-svwj,Hamilton County Cases by Zip Code,dataset,True,87.56,21.54,https://www.chattadata.org/api/views/b5bi-svwj/rows.csv?accessType=DOWNLOAD
nrfa-5knw,City Council Spatial Lens,dataset,True,1.67,0.62,https://www.chattadata.org/api/views/nrfa-5knw/rows.csv?accessType=DOWNLOAD
qh6n-rfcg,HP Porch Hop,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/qh6n-rfcg/rows.csv?accessType=DOWNLOAD
nrzn-cbt6,2017 Block Group Population by Age,dataset,True,2.15,0.56,https://www.chattadata.org/api/views/nrzn-cbt6/rows.csv?accessType=DOWNLOAD
he9k-mwar,Chattanooga City Limits,dataset,True,0.97,0.36,https://www.chattadata.org/api/views/he9k-mwar/rows.csv?accessType=DOWNLOAD
qav3-596a,2017 Tract Population by Age,dataset,True,0.12,0.03,https://www.chattadata.org/api/views/qav3-596a/rows.csv?accessType=DOWNLOAD
4wsq-dzxg,District Map for Capital Project Explorer,dataset,True,1.67,0.62,https://www.chattadata.org/api/views/4wsq-dzxg/rows.csv?accessType=DOWNLOAD
m2c6-s837,Small Business Administration Loans,dataset,True,0.27,0.06,https://www.chattadata.org/api/views/m2c6-s837/rows.csv?accessType=DOWNLOAD
q7mb-natz,Chattanooga Marathon 5K Route 2019,dataset,True,0.01,0.0,https://www.chattadata.org/api/views/q7mb-natz/rows.csv?accessType=DOWNLOAD
4k6b-kqum,Chattanooga Half Marathon Route 2019,dataset,True,0.07,0.02,https://www.chattadata.org/api/views/4k6b-kqum/rows.csv?accessType=DOWNLOAD
k22d-48jk,Chattanooga Marathon Route 2019,dataset,True,0.08,0.03,https://www.chattadata.org/api/views/k22d-48jk/rows.csv?accessType=DOWNLOAD
kcrp-xmaw,Chattanooga 5K,dataset,True,0.2,0.06,https://www.chattadata.org/api/views/kcrp-xmaw/rows.csv?accessType=DOWNLOAD
4cv2-tegk,Chattanooga Half Marathon,dataset,True,0.98,0.34,https://www.chattadata.org/api/views/4cv2-tegk/rows.csv?accessType=DOWNLOAD
tvec-ukpp,Chattanooga Marathon,dataset,True,0.37,0.13,https://www.chattadata.org/api/views/tvec-ukpp/rows.csv?accessType=DOWNLOAD
4sa6-ihk9,Vehicle Incidents - Historical,dataset,True,24.3,3.31,https://www.chattadata.org/api/views/4sa6-ihk9/rows.csv?accessType=DOWNLOAD
ww2h-472w,TN Building Footprints,dataset,False,418.04,101.94,https://www.chattadata.org/api/views/ww2h-472w/rows.csv?accessType=DOWNLOAD
9zkx-gc9x,Recreational and YFD Facility Locations,dataset,True,0.02,0.01,https://www.chattadata.org/api/views/9zkx-gc9x/rows.csv?accessType=DOWNLOAD
te5f-sbfh,Parking Meters,dataset,True,0.22,0.02,https://www.chattadata.org/api/views/te5f-sbfh/rows.csv?accessType=DOWNLOAD
mrwr-msn4,Combined Community Survey Numerical Results,dataset,True,4.91,0.56,https://www.chattadata.org/api/views/mrwr-msn4/rows.csv?accessType=DOWNLOAD
x5d3-4cfd,Combined Community Survey Raw Results,dataset,True,9.51,0.71,https://www.chattadata.org/api/views/x5d3-4cfd/rows.csv?accessType=DOWNLOAD
xewn-4b8f,NoogaNet Locations,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/xewn-4b8f/rows.csv?accessType=DOWNLOAD
4djm-bjav,Art in Public Places,dataset,True,0.04,0.01,https://www.chattadata.org/api/views/4djm-bjav/rows.csv?accessType=DOWNLOAD
c6he-bpas,City Comparison Data,dataset,True,0.95,0.12,https://www.chattadata.org/api/views/c6he-bpas/rows.csv?accessType=DOWNLOAD
qsec-7gi8,Downtown Parking Information,dataset,True,0.02,0.0,https://www.chattadata.org/api/views/qsec-7gi8/rows.csv?accessType=DOWNLOAD
mcng-w7w5,Census Demographics,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/mcng-w7w5/rows.csv?accessType=DOWNLOAD
g4gz-eys3,Community Survey Results - City Services Ranking,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/g4gz-eys3/rows.csv?accessType=DOWNLOAD
ere3-r58x,Community Survey Summary Results - 2012 to 2018,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/ere3-r58x/rows.csv?accessType=DOWNLOAD
idez-94k7,High Performing Government,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/idez-94k7/rows.csv?accessType=DOWNLOAD
aqam-5cqf,Smarter Students Stronger Families,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/aqam-5cqf/rows.csv?accessType=DOWNLOAD
hih9-dcpk,Stronger Neighborhoods,dataset,True,0.01,0.0,https://www.chattadata.org/api/views/hih9-dcpk/rows.csv?accessType=DOWNLOAD
9d8e-4qyi,Safer Streets,dataset,True,0.01,0.0,https://www.chattadata.org/api/views/9d8e-4qyi/rows.csv?accessType=DOWNLOAD
wuph-stbt,City of Chattanooga Data Inventory,dataset,True,0.06,0.01,https://www.chattadata.org/api/views/wuph-stbt/rows.csv?accessType=DOWNLOAD
s8pp-ah5n,Spending by the City of Chattanooga,dataset,True,113.61,23.09,https://www.chattadata.org/api/views/s8pp-ah5n/rows.csv?accessType=DOWNLOAD
e968-fnk9,Service Requests,dataset,False,389.11,78.64,https://www.chattadata.org/api/views/e968-fnk9/rows.csv?accessType=DOWNLOAD
h73e-vs8n,Open Data Automated Job Log,filter,True,2.58,0.49,https://www.chattadata.org/api/views/h73e-vs8n/rows.csv?accessType=DOWNLOAD
rz29-uyu4,Address Data,dataset,True,21.92,6.59,https://www.chattadata.org/api/views/rz29-uyu4/rows.csv?accessType=DOWNLOAD
pr4n-wt8t,All Permit Contractors Information,dataset,True,9.99,2.2,https://www.chattadata.org/api/views/pr4n-wt8t/rows.csv?accessType=DOWNLOAD
6tnv-v5ia,Chattanooga: Capital Budget,dataset,True,0.09,0.01,https://www.chattadata.org/api/views/6tnv-v5ia/rows.csv?accessType=DOWNLOAD
4xcm-j4rx,Chattanooga: Operating Budget,dataset,True,6.4,0.52,https://www.chattadata.org/api/views/4xcm-j4rx/rows.csv?accessType=DOWNLOAD
jjj2-5798,Chattanooga: BFO Data,dataset,True,3.81,0.32,https://www.chattadata.org/api/views/jjj2-5798/rows.csv?accessType=DOWNLOAD
wkra-6q22,Chattanooga: Capital Project List,dataset,True,0.28,0.09,https://www.chattadata.org/api/views/wkra-6q22/rows.csv?accessType=DOWNLOAD
xkyc-at3u,Chattanooga: Project Phase List,dataset,True,0.0,0.0,https://www.chattadata.org/api/views/xkyc-at3u/rows.csv?accessType=DOWNLOAD
nkyi-3pzf,PILOT Agreements,dataset,True,0.03,0.01,https://www.chattadata.org/api/views/nkyi-3pzf/rows.csv?accessType=DOWNLOAD
hy6d-xcyb,Hamilton County E911 Active Calls,dataset,True,63.98,14.6,https://www.chattadata.org/api/views/hy6d-xcyb/rows.csv?accessType=DOWNLOAD
krpq-4iht,Hamilton County Property Appraisal Information,dataset,True,52.57,19.54,https://www.chattadata.org/api/views/krpq-4iht/rows.csv?accessType=DOWNLOAD
sp42-d42z,Bicycle Parking Locations in the City of Chattanooga,dataset,True,0.01,0.0,https://www.chattadata.org/api/views/sp42-d42z/rows.csv?accessType=DOWNLOAD
ycd7-6v83,Directory of Workforce Recruiting and Training Resources,dataset,True,0.01,0.01,https://www.chattadata.org/api/views/ycd7-6v83/rows.csv?accessType=DOWNLOAD
qpju-4723,Bike Chattanooga Subscribers,dataset,True,0.24,0.04,https://www.chattadata.org/api/views/qpju-4723/rows.csv?accessType=DOWNLOAD
wpxs-vmht,Ptax Property Data 5 Yr,dataset,True,102.76,17.62,https://www.chattadata.org/api/views/wpxs-vmht/rows.csv?accessType=DOWNLOAD
22fj-9uch,Chattanooga Website Analytics,dataset,True,1.15,0.19,https://www.chattadata.org/api/views/22fj-9uch/rows.csv?accessType=DOWNLOAD
